,flux
2020/5/21,71.56595
2020/5/22,72.84662
2020/5/23,72.64962
2020/5/24,71.56595
2020/5/25,70.77769
2020/5/26,71.86152
2020/5/27,71.3689
2020/5/28,74.126976
2020/5/29,69.94655
2020/5/30,71.763
2020/5/31,72.058556
2020/6/1,73.14212
2020/6/2,72.45261
2020/6/3,73.53608
2020/6/4,72.55111
2020/6/5,72.74812
2020/6/6,73.930016
2020/6/7,74.81937
2020/6/8,74.52086
2020/6/9,74.22545
2020/6/10,75.52652
2020/6/11,73.53608
2020/6/12,74.126976
2020/6/13,73.14212
2020/6/14,72.64962
2020/6/15,73.43759
2020/6/16,72.74812
2020/6/17,72.058556
2020/6/18,71.3689
2020/6/19,70.40104
2020/6/20,71.0733
2020/6/21,70.49193
2020/6/22,70.58282
2020/6/23,70.49193
2020/6/24,69.76474
2020/6/25,70.03746
2020/6/26,71.17184
2020/6/27,70.40104
2020/6/28,71.3689
2020/6/29,71.664474
2020/6/30,71.27036
2020/7/1,71.763
2020/7/2,71.763
2020/7/3,70.87623
2020/7/4,72.255585
2020/7/5,72.354095
2020/7/6,71.664474
2020/7/7,71.0733
2020/7/8,70.49193
2020/7/9,70.31015
2020/7/10,71.3689
2020/7/11,71.46742
2020/7/12,71.17184
2020/7/13,70.49193
2020/7/14,71.17184
2020/7/15,71.56595
2020/7/16,70.97476
2020/7/17,71.56595
2020/7/18,71.27036
2020/7/19,70.97476
2020/7/20,71.0733
2020/7/21,71.96004
2020/7/22,71.96004
2020/7/23,72.157074
2020/7/24,72.74812
2020/7/25,72.058556
2020/7/26,72.74812
2020/7/27,73.831535
2020/7/28,74.028496
2020/7/29,74.81937
2020/7/30,75.22347
2020/7/31,74.71834
2020/8/1,74.81937
2020/8/2,74.52086
2020/8/3,75.02142
2020/8/4,75.02142
2020/8/5,75.32449
2020/8/6,75.93055
2020/8/7,75.62753
2020/8/8,76.53653
2020/8/9,76.7385
2020/8/10,77.445335
2020/8/11,76.43554
2020/8/12,75.62753
2020/8/13,75.32449
2020/8/14,74.32392
2020/8/15,73.930016
2020/8/16,72.45261
2020/8/17,72.84662
2020/8/18,72.55111
2020/8/19,73.43759
2020/8/20,72.55111
2020/8/21,72.55111
2020/8/22,72.84662
2020/8/23,72.255585
2020/8/24,72.74812
2020/8/25,72.84662
2020/8/26,72.354095
2020/8/27,72.058556
2020/8/28,71.763
2020/8/29,72.255585
2020/8/30,71.86152
2020/8/31,71.0733
2020/9/1,71.27036
2020/9/2,71.27036
2020/9/3,69.85565
2020/9/4,71.86152
2020/9/5,71.27036
2020/9/6,70.97476
2020/9/7,71.17184
2020/9/8,71.56595
2020/9/9,71.763
2020/9/10,70.97476
2020/9/11,70.87623
2020/9/12,70.40104
2020/9/13,70.21925
2020/9/14,70.21925
2020/9/15,70.31015
2020/9/16,70.31015
2020/9/17,70.87623
2020/9/18,70.77769
2020/9/19,70.40104
2020/9/20,71.17184
2020/9/21,71.0733
2020/9/22,71.86152
2020/9/23,72.84662
2020/9/24,73.63457
2020/9/25,74.71834
2020/9/26,73.930016
2020/9/27,72.74812
2020/9/28,72.74812
2020/9/29,73.63457
2020/9/30,72.64962
2020/10/1,73.63457
2020/10/2,72.55111
2020/10/3,71.763
2020/10/4,71.664474
2020/10/5,71.27036
2020/10/6,71.664474
2020/10/7,70.58282
2020/10/8,71.46742
2020/10/9,72.45261
2020/10/10,73.43759
2020/10/11,73.43759
2020/10/12,73.831535
2020/10/13,72.94512
2020/10/14,72.94512
2020/10/15,74.22545
2020/10/16,73.43759
2020/10/17,74.42239
2020/10/18,73.733055
2020/10/19,75.829544
2020/10/20,75.02142
2020/10/21,74.22545
2020/10/22,73.240616
2020/10/23,73.63457
2020/10/24,71.3689
2020/10/25,71.86152
2020/10/26,73.930016
2020/10/27,75.42551
2020/10/28,82.28908
2020/10/29,85.21285
2020/10/30,82.59162
2020/10/31,78.656784
2020/11/1,76.33455
2020/11/2,77.142426
2020/11/3,81.58303
2020/11/4,82.18822
2020/11/5,86.92587
2020/11/6,90.14851
2020/11/7,91.658295
2020/11/8,90.75249
2020/11/9,89.8465
2020/11/10,89.74582
2020/11/11,86.82512
2020/11/12,85.91829
2020/11/13,82.692474
2020/11/14,75.32449
2020/11/15,79.86789
2020/11/16,78.0511
2020/11/17,75.32449
2020/11/18,77.84918
2020/11/19,76.63752
2020/11/20,77.74823
2020/11/21,79.968796
2020/11/22,82.692474
2020/11/23,85.91829
2020/11/24,93.26814
2020/11/25,97.89308
2020/11/26,101.30829
2020/11/27,104.92143
2020/11/28,105.12207
2020/11/29,108.33101
2020/11/30,112.8395
2020/12/1,107.127945
2020/12/2,104.31944
2020/12/3,102.011086
2020/12/4,99.50058
2020/12/5,94.5757
2020/12/6,95.38014
2020/12/7,87.22809
2020/12/8,89.34308
2020/12/9,80.47331
2020/12/10,79.968796
2020/12/11,79.86789
2020/12/12,80.6751
2020/12/13,79.66605
2020/12/14,78.75772
2020/12/15,80.87688
2020/12/16,81.17953
2020/12/17,79.464226
2020/12/18,79.464226
2020/12/19,78.253006
2020/12/20,79.86789
2020/12/21,78.85866
2020/12/22,78.0511
2020/12/23,83.902435
2020/12/24,84.60809
2020/12/25,85.31363
2020/12/26,85.71675
2020/12/27,85.71675
2020/12/28,85.01128
2020/12/29,84.60809
2020/12/30,81.986496
,
